epoch,learning_rate,mae,mae_std,min_distance,relative_mae,relative_mae_std,threshold,train_loss,val_loss
16,0.0001,7.958333333333333,18.234534923844066,13,0.08807363838886774,0.17799985844019012,0.6,0.2616587756099282,0.27855361346155405
17,0.0001,5.229166666666667,9.427883253354853,13,0.08104816180416903,0.18092354416196468,0.6,0.2563342569675638,0.2750805886462331
18,0.0001,9.020833333333334,12.62518907999225,13,0.10826485651632152,0.16967821785704135,0.6,0.25477533861176,0.27172784817715484
19,0.0001,6.75,12.469128544796812,13,0.08295011110494944,0.17480349666916012,0.6,0.25537434225772326,0.28334497070560855
20,0.0001,22.291666666666668,19.583111700873506,13,0.26906286484429937,0.23480450268953876,0.6,0.2532469377249152,0.32994783359269303
21,0.0001,7.604166666666667,15.091028768959244,13,0.09234508777873485,0.18318023828341057,0.6,0.24930898509510271,0.27411697649707395
22,0.0001,6.416666666666667,8.691071408187957,13,0.08784867633117503,0.16082554062803833,0.6,0.24590992542741064,0.27384269485871
23,2e-05,7.1875,14.562589413173285,13,0.09640010904432135,0.18225414197728995,0.6,0.24822812786687426,0.2748648251096408
24,2e-05,4.833333333333333,6.56484746374371,13,0.07463031022791494,0.15637510756213632,0.6,0.24306833239156247,0.2671869642411669
25,2e-05,5.25,10.0571284834854,13,0.06848300626380953,0.15285568453006268,0.6,0.24648362867561452,0.2588387429714203
26,2e-05,6.645833333333333,12.519134660146799,13,0.0855491048303938,0.1720820726103964,0.6,0.24520951356643286,0.2687109708786011
27,2e-05,4.9375,7.203605144879426,13,0.07338873607356237,0.1593837618174677,0.6,0.24459209953581457,0.26639353452871245
28,2e-05,6.333333333333333,10.458914326491486,13,0.08340017266692523,0.15724100601211113,0.6,0.2440104984538459,0.26546626289685565
29,2e-05,5.666666666666667,11.567435132973756,13,0.06676396563484145,0.14982582402908856,0.6,0.241089648270345,0.26187963380167883
30,4.000000000000001e-06,4.854166666666667,10.416312493978962,13,0.06067667128936723,0.14765030125829465,0.6,0.2413585547071237,0.259100591763854
31,4.000000000000001e-06,6.020833333333333,12.76141577721253,13,0.07556851226066495,0.1645421332209601,0.6,0.24231404134314574,0.26481990174700815
32,4.000000000000001e-06,8.5625,21.615875965363976,13,0.08498189823112616,0.18175029284021632,0.6,0.2433585475980144,0.2691469341516495
33,4.000000000000001e-06,5.125,10.957541162748754,13,0.06586817185663925,0.15764866892826548,0.6,0.2398535336057345,0.2626876101518671
34,4.000000000000001e-06,8.083333333333334,15.394578771618129,13,0.10187196862348276,0.18864405071662274,0.6,0.24175443857799084,0.2739057143529256
35,8.000000000000002e-07,4.958333333333333,10.238730254392985,13,0.06398316814809218,0.1503180867712045,0.6,0.2431077473820784,0.2626049652074774
36,8.000000000000002e-07,7.166666666666667,17.67334779327964,13,0.08118490966691577,0.17556957949033447,0.6,0.24020177854613944,0.26587638662507135
37,8.000000000000002e-07,4.666666666666667,9.163635862594182,13,0.060082223170376724,0.1470683888766364,0.6,0.24289495238672681,0.26040069044878084
38,8.000000000000002e-07,5.791666666666667,11.876023347718528,13,0.0717342608809633,0.15586140330540837,0.6,0.24215168756988895,0.2625563157101472
39,8.000000000000002e-07,5.645833333333333,11.551496265515658,13,0.06623361203048456,0.15139562494689082,0.6,0.2396261676218047,0.26190724316984415
40,1.6000000000000006e-07,7.520833333333333,15.894167671577593,13,0.08754414000067386,0.17860567163926622,0.6,0.2397602195322732,0.26889227392772835
41,1.6000000000000006e-07,5.6875,11.851786521448991,13,0.06993329530443981,0.15619730739878623,0.6,0.23849786594237163,0.2595241516828537
42,1.6000000000000006e-07,6.4375,13.513737223655045,13,0.0742367760924821,0.1562647929019251,0.6,0.2405387262230391,0.2617374969025453
43,1.6000000000000006e-07,8.729166666666666,15.402569568275144,13,0.11292210826050642,0.1981453758492234,0.6,0.24149970961359393,0.2779573481529951
44,1.6000000000000006e-07,11.416666666666666,23.137121447770653,13,0.1229490508912293,0.20212469337274222,0.6,0.24078427839191843,0.2809001241500179
45,1e-07,4.895833333333333,8.299697743827114,13,0.06762389236797571,0.14975417233404634,0.6,0.23826622643641063,0.26188508172829944
46,1e-07,5.854166666666667,10.152974899287182,13,0.07547738645961312,0.156983013108745,0.6,0.23778364886512687,0.26867242840429145
47,1e-07,6.3125,8.185750449205417,13,0.09194209746561773,0.1704006724298048,0.6,0.24414121766230126,0.2718911316866676
48,1e-07,7.791666666666667,13.310331722220734,13,0.110097926718096,0.19634434227224243,0.6,0.2405460897983212,0.27740523653725785
49,1e-07,7.1875,10.76773004939605,13,0.10913086963074999,0.19443416167672692,0.6,0.2371640913324915,0.27754493958006304
50,1e-07,8.770833333333334,19.251882573891024,13,0.09488295235697157,0.1794141431332973,0.6,0.23885610500425647,0.2711654395485918
