epoch,learning_rate,mae,mae_std,min_distance,relative_mae,relative_mae_std,threshold,train_loss,val_loss
37,0.0001,26.266666666666666,37.95166516622017,10,0.2538246716884579,0.2300943038224752,0.5,0.04432230606017744,0.050278458868463834
38,0.0001,27.4,27.956633082925656,10,0.35811367538688027,0.42738796307680976,0.5,0.04393664356321096,0.049989423745622236
39,0.0001,30.333333333333332,41.20059330748635,10,0.2570908103716493,0.23399817006476625,0.5,0.04235887030851753,0.04939560908824205
40,0.0001,10.0,11.567194992737004,10,0.11636454947330596,0.14540212747989426,0.5,0.04277637676500222,0.04728654604405165
41,0.0001,11.866666666666667,17.316145324202175,10,0.13149962442961238,0.15105515961973787,0.5,0.04367458355229567,0.04622952177499731
42,0.0001,16.8,25.397375192461656,10,0.16241878071886548,0.19103221506828996,0.5,0.043859516563551394,0.04688012745852272
43,0.0001,24.266666666666666,28.483835571932527,10,0.2723827224869156,0.32307368949256,0.5,0.04279125562102041,0.05161394709721208
44,0.0001,35.4,31.11119841257592,10,0.46889735316908226,0.4970826660657455,0.5,0.04105017528978779,0.05532108914727966
45,0.0001,31.333333333333332,37.52983997952681,10,0.30873121042517976,0.2367786594407079,0.5,0.041493453315513976,0.04954288999239604
46,2e-05,23.333333333333332,23.392781412697,10,0.2941147982354835,0.3678823854618384,0.5,0.04192532087292741,0.04842349050256113
47,2e-05,15.9,22.85074761723709,10,0.1759649362245085,0.22773597118363745,0.5,0.03953988378155319,0.04627611964630584
48,2e-05,46.06666666666667,50.519259253828686,10,0.4167654113155698,0.3085698306797234,0.5,0.04086505772326799,0.05628186014170448
49,2e-05,23.8,42.907186655229054,10,0.22483796243139478,0.26506092015509347,0.5,0.04069461322608678,0.04738146003025274
50,2e-05,22.633333333333333,42.388271438636835,10,0.21538446255170032,0.2700173773002272,0.5,0.03847585042445537,0.04875379259077211
51,4.000000000000001e-06,26.366666666666667,40.51459270710026,10,0.2441876367063197,0.25269048100704994,0.5,0.03858258767765673,0.04755465808945398
52,4.000000000000001e-06,13.866666666666667,14.435450191186357,10,0.2026665015134971,0.2778141985374306,0.5,0.04026348337202388,0.046016890369355676
53,4.000000000000001e-06,14.266666666666667,18.963004918935066,10,0.1673182591523844,0.236738985877503,0.5,0.0392548319637118,0.04628141227488716
54,4.000000000000001e-06,9.533333333333333,11.820133482983836,10,0.11461929152115588,0.17153023954018656,0.5,0.03942017948857563,0.04565019629274805
55,4.000000000000001e-06,28.366666666666667,42.83727608312907,10,0.256782886902677,0.2552179773818174,0.5,0.040015005662708596,0.04942679791711271
